Date,Open,High,Low,Close,Volume,Adj_Close
2016-05-31,4.699999809265137,4.951650142669678,4.699999809265137,4.949999809265137,323312,1.6249828338623047
2016-06-01,5.099999904632568,5.099999904632568,4.741069793701172,4.804999828338623,6963,1.5773820877075195
2016-06-02,4.800000190734863,4.894999980926514,4.800000190734863,4.894999980926514,48815,1.6069272756576538
2016-06-03,4.889999866485596,5.0,4.800000190734863,4.949999809265137,110264,1.6249828338623047
2016-06-06,4.980000019073486,4.980000019073486,4.804999828338623,4.900000095367432,232393,1.6085686683654785
2016-06-07,4.90500020980835,5.070000171661377,4.900000095367432,5.0,376360,1.6413965225219727
2016-06-08,5.010000228881836,5.050000190734863,4.949999809265137,5.050000190734863,146927,1.6578108072280884
2016-06-09,5.0,5.0,5.0,5.0,9073,1.6413965225219727
2016-06-10,4.949999809265137,5.0,4.949999809265137,5.0,40950,1.6413965225219727
2016-06-13,4.610000133514404,4.900000095367432,4.525000095367432,4.525000095367432,74885,1.4854638576507568
2016-06-14,4.5,4.5,4.5,4.5,2542,1.4772571325302124
2016-06-15,4.5,4.5,4.5,4.5,0,1.4772571325302124
2016-06-16,4.5,4.555369853973389,4.5,4.5,50977,1.4772571325302124
2016-06-17,4.599999904632568,4.699999809265137,4.599999904632568,4.599999904632568,87849,1.5100847482681274
2016-06-20,4.690000057220459,4.699999809265137,4.690000057220459,4.699999809265137,21489,1.5429127216339111
2016-06-21,4.75,4.800000190734863,4.699999809265137,4.800000190734863,71704,1.5757408142089844
2016-06-22,4.900000095367432,4.900000095367432,4.434999942779541,4.434999942779541,663446,1.455918788909912
2016-06-23,4.440000057220459,4.617579936981201,4.440000057220459,4.599999904632568,14196,1.5100847482681274
2016-06-24,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,0,1.5100847482681274
2016-06-27,4.199999809265137,4.199999809265137,3.9000000953674316,3.9000000953674316,32234,1.2802895307540894
2016-06-28,5.0,5.0,4.505000114440918,4.505000114440918,2200,1.4788984060287476
2016-06-29,4.505000114440918,4.505000114440918,4.505000114440918,4.505000114440918,0,1.4788984060287476
2016-06-30,4.505000114440918,4.900000095367432,4.505000114440918,4.900000095367432,7113,1.6085686683654785
2016-07-01,4.849999904632568,4.900000095367432,4.599999904632568,4.900000095367432,11716,1.6085686683654785
